,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1477860,77371,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,4,24,15
1478232,99288,Boqueria,Spanish,12.13,Weekday,Not given,33,28
1477023,38336,Rubirosa,Italian,16.2,Weekend,4,21,27
1477455,110461,Blue Ribbon Sushi,Japanese,5.97,Weekend,3,31,30
1477709,291667,Shake Shack,American,12.23,Weekday,5,35,25
1477263,63890,Blue Ribbon Sushi,Japanese,14.12,Weekday,5,35,33
1477242,310706,Parm,Italian,6.74,Weekday,5,25,30
1476788,73895,RedFarm Broadway,Chinese,19.4,Weekend,5,24,25
1477783,141732,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,35,29
1478231,110858,Burger Joint,American,14.16,Weekend,4,28,28
1476798,345798,Yama Japanese Restaurant,Japanese,12.13,Weekend,Not given,26,26
1477432,354719,Jack's Wife Freda,Mediterranean,31.38,Weekend,Not given,28,18
1478044,185355,Sushi Samba,Japanese,22.85,Weekday,5,21,32
1477789,361701,Westville Hudson,American,32.93,Weekend,5,30,20
1477736,114234,The Meatball Shop,Italian,19.4,Weekend,Not given,20,16
1478235,41968,Shake Shack,American,8.1,Weekend,Not given,25,24
1478156,48851,Melt Shop,American,9.02,Weekday,Not given,29,24
1478262,368663,Shake Shack,American,9.12,Weekend,Not given,31,19
1476554,78887,TAO,Japanese,6.69,Weekday,4,26,25
1476787,71743,Serafina Fabulous Pizza,Italian,16.88,Weekend,Not given,33,27
1476744,331143,Waverly Diner,American,16.3,Weekday,3,28,25
1476951,252965,Five Guys Burgers and Fries,American,9.27,Weekend,4,23,25
1477429,298794,TAO,Japanese,15.86,Weekend,4,22,17
1476986,275689,Blue Ribbon Sushi,Japanese,12.23,Weekend,Not given,20,24
1477441,106478,Balthazar Boulangerie,French,12.13,Weekend,5,25,24
1477667,62929,Bareburger,American,17.03,Weekend,5,35,21
1476583,131093,Bareburger,American,13.77,Weekend,3,33,29
1478030,40808,V-Nam Cafe,Vietnamese,6.01,Weekday,3,20,31
1478373,387227,Blue Ribbon Sushi Bar & Grill,Japanese,29.25,Weekday,Not given,25,29
1477634,128224,Blue Ribbon Sushi,Japanese,16.1,Weekend,3,26,17
1476591,325285,RedFarm Hudson,Chinese,5.73,Weekday,Not given,25,25
1476704,142619,Shake Shack,American,6.07,Weekend,4,28,19
1478216,156218,RedFarm Hudson,Chinese,15.23,Weekend,5,31,16
1478066,122802,Parm,Italian,9.17,Weekend,Not given,25,17
1477626,94700,Tamarind TriBeCa,Indian,29.15,Weekend,3,35,22
1476861,335155,Shake Shack,American,29.05,Weekend,4,33,16
1476899,113926,Han Dynasty,Chinese,33.03,Weekday,5,35,32
1478248,65009,Blue Ribbon Sushi Izakaya,Japanese,8.83,Weekday,5,34,27
1477827,373689,Bareburger,American,6.74,Weekend,Not given,26,29
1477227,77786,Sushi of Gari Tribeca,Japanese,17.03,Weekend,Not given,23,22
1478034,97079,Benihana,Japanese,25.22,Weekday,4,27,27
1478181,14869,Tres Carnes,Mexican,9.17,Weekend,4,25,30
1477489,113477,Schnipper's Quality Kitchen,American,12.18,Weekend,Not given,31,22
1476804,54540,Parm,Italian,12.18,Weekend,Not given,29,16
1478004,284835,Shake Shack,American,15.57,Weekend,5,32,17
1477650,130521,Lucky's Famous Burgers,American,12.13,Weekday,5,21,30
1478069,47235,Blue Ribbon Fried Chicken,American,14.6,Weekend,3,27,27
1477175,294478,Sushi of Gari 46,Japanese,11.84,Weekend,Not given,27,24
1477943,164005,Sushi of Gari,Japanese,14.07,Weekend,Not given,35,26
1477467,357761,Go! Go! Curry!,Japanese,33.03,Weekend,Not given,22,15
1477474,82041,Shake Shack,American,8.1,Weekend,5,26,27
1477996,275689,Dirty Bird to Go,American,12.18,Weekday,Not given,20,24
1477782,120353,Parm,Italian,5.72,Weekend,4,26,27
1477527,147468,Nha Trang One,Vietnamese,15.67,Weekday,3,23,24
1476837,105837,Nobu Next Door,Japanese,12.18,Weekend,4,29,20
1477686,103970,Shake Shack,American,16.2,Weekend,Not given,20,21
1476795,60270,Market Table,American,6.79,Weekend,Not given,21,17
1477599,378820,Sushi Samba,Japanese,12.61,Weekend,5,29,29
1477564,264707,TAO,Japanese,32.93,Weekend,Not given,34,16
1476733,65306,Sushi of Gari Tribeca,Japanese,14.79,Weekend,Not given,32,24
1477753,143866,Otto Enoteca Pizzeria,Italian,24.2,Weekend,Not given,34,15
1476825,49987,Parm,Italian,6.69,Weekend,5,24,28
1478010,6987,Hill Country Fried Chicken,Southern,12.23,Weekday,4,20,29
1477113,75169,Tamarind TriBeCa,Indian,6.74,Weekend,5,25,26
1476549,186473,Blue Ribbon Sushi,Japanese,16.06,Weekday,Not given,34,33
1476676,370337,Blue Ribbon Fried Chicken,American,12.23,Weekend,Not given,30,20
1477595,184325,Asuka Sushi,Japanese,22.8,Weekend,Not given,30,28
1477618,65306,Sushi of Gari Tribeca,Japanese,12.18,Weekend,5,35,19
1477911,182252,Five Leaves,American,9.17,Weekend,4,34,23
1476630,67162,Shake Shack,American,14.07,Weekday,4,24,28
1477546,397261,Blue Ribbon Fried Chicken,American,14.84,Weekend,5,21,25
1477320,283051,Shake Shack,American,6.69,Weekday,5,26,32
1477084,41907,Hatsuhana,Japanese,14.07,Weekend,Not given,26,17
1476726,86806,Pylos,Mediterranean,14.12,Weekday,4,26,24
1478427,183520,Blue Ribbon Sushi,Japanese,6.69,Weekend,Not given,35,26
1476743,59314,Shake Shack,American,13.58,Weekend,Not given,25,24
1478238,68300,Blue Ribbon Fried Chicken,American,33.18,Weekend,Not given,26,20
1476695,370405,Haveli Indian Restaurant,Indian,29.1,Weekday,3,23,24
1476573,354948,Westville Hudson,American,24.25,Weekend,Not given,25,21
1478323,302769,Blue Ribbon Fried Chicken,American,29.05,Weekend,5,29,20
1477735,334372,Rubirosa,Italian,6.55,Weekend,Not given,23,15
1477674,42781,Blue Ribbon Sushi,Japanese,24.3,Weekday,Not given,21,26
1478006,67748,Rubirosa,Italian,19.4,Weekend,4,34,16
1478033,302923,Shake Shack,American,20.52,Weekend,3,31,15
1478186,115213,Tamarind TriBeCa,Indian,29.39,Weekend,5,30,25
1477776,398952,Han Dynasty,Chinese,13.78,Weekend,5,27,20
1478312,60688,Shake Shack,American,14.12,Weekend,Not given,29,30
1477757,198194,The Kati Roll Company,Indian,19.4,Weekday,5,24,30
1477291,78879,Blue Ribbon Fried Chicken,American,19.4,Weekend,4,33,21
1478168,255697,Sushi Samba,Japanese,6.84,Weekend,5,27,20
1477269,42052,Pepe Rosso To Go,Italian,22.8,Weekend,5,35,24
1477896,146588,Shake Shack,American,19.4,Weekend,5,33,27
1477507,347181,RedFarm Hudson,Chinese,14.12,Weekend,5,21,24
1478271,115213,Junoon,Indian,28.62,Weekday,5,21,32
1477853,318451,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,22,27
1477001,86421,Vanessa's Dumpling House,Chinese,9.65,Weekend,5,20,22
1476948,251817,Blue Ribbon Fried Chicken,American,15.71,Weekend,3,27,25
1478347,132906,Sushi of Gari 46,Japanese,12.13,Weekday,Not given,20,33
1478098,92806,Shake Shack,American,15.18,Weekday,5,30,33
1477457,79849,Parm,Italian,22.36,Weekend,4,21,30
1477393,55220,Saravanaa Bhavan,Indian,12.13,Weekday,Not given,32,26
1476956,142619,Shake Shack,American,12.13,Weekend,5,26,26
1477653,76938,Sushi of Gari,Japanese,31.43,Weekend,Not given,21,27
1477261,78879,Blue Ribbon Fried Chicken,American,20.18,Weekend,3,22,20
1478127,301380,ilili Restaurant,Middle Eastern,16.3,Weekend,4,27,16
1476556,377274,RedFarm Broadway,Chinese,14.07,Weekend,3,34,17
1477280,350083,Sushi of Gari,Japanese,6.69,Weekend,4,22,16
1477968,105385,Han Dynasty,Chinese,24.2,Weekend,5,23,15
1476784,382076,Shake Shack,American,6.69,Weekday,Not given,20,29
1478255,74048,ilili Restaurant,Middle Eastern,9.56,Weekend,Not given,27,27
1478224,105385,Han Dynasty,Chinese,8.54,Weekend,4,31,15
1476672,44367,Rubirosa,Italian,24.2,Weekend,4,34,16
1478240,81166,Dos Caminos,Mexican,8.1,Weekday,Not given,23,26
1477864,241356,Blue Ribbon Fried Chicken,American,19.35,Weekday,Not given,35,24
1476869,320088,Cafe Mogador,Middle Eastern,13.68,Weekend,4,29,18
1476886,105068,TAO,Japanese,13.97,Weekend,5,28,25
1478101,385150,Blue Ribbon Sushi,Japanese,9.75,Weekday,5,27,27
1476712,308517,Tamarind TriBeCa,Indian,6.74,Weekend,4,20,17
1477083,138024,Cho Dang Gol,Korean,11.84,Weekend,5,25,16
1478164,199049,Five Guys Burgers and Fries,American,16.05,Weekend,4,29,18
1477390,65009,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,Not given,21,23
1478273,240014,Sarabeth's,American,32.93,Weekday,4,33,33
1476900,94152,Empanada Mama (closed),Mexican,14.21,Weekend,Not given,27,25
1477060,362685,Momoya,Japanese,29.1,Weekday,4,21,29
1477697,27609,Shake Shack,American,15.57,Weekday,Not given,28,30
1477833,140530,Sushi of Gari 46,Japanese,12.13,Weekend,Not given,25,29
1477295,91817,Blue Ribbon Fried Chicken,American,29.15,Weekend,4,31,17
1476655,350410,Burger Joint,American,11.98,Weekend,Not given,20,17
1477585,349676,Sarabeth's,American,29.3,Weekend,5,23,17
1478175,39421,Go! Go! Curry!,Japanese,14.02,Weekday,4,22,27
1477982,46219,The Meatball Shop,American,32.93,Weekend,3,35,16
1476697,398489,Five Guys Burgers and Fries,American,14.07,Weekday,Not given,24,26
1477053,92364,Sushi of Gari 46,Japanese,25.17,Weekend,Not given,29,27
1477152,358158,Galli Restaurant,Italian,16.06,Weekend,5,22,16
1478308,44594,Shake Shack,American,24.25,Weekend,5,31,28
1478028,361497,V-Nam Cafe,Vietnamese,12.13,Weekend,4,20,26
1477555,209418,Izakaya Ten,Japanese,13.05,Weekend,3,34,23
1478137,165110,Room Service,Thai,12.23,Weekend,Not given,35,16
1477803,365225,P.J. Clarke's,American,12.18,Weekday,5,30,24
1476771,134152,The Meatball Shop,Italian,29.1,Weekday,5,22,33
1478362,328551,Kanoyama,Japanese,12.81,Weekend,5,23,24
1476722,99621,Westville Hudson,American,24.3,Weekend,Not given,32,15
1477503,113972,Parm,Italian,14.79,Weekend,Not given,33,29
1478126,96800,Sarabeth's East,American,29.3,Weekend,Not given,27,20
1478076,59095,Blue Ribbon Fried Chicken,American,8.93,Weekday,5,34,30
1477350,366954,Blue Ribbon Sushi,Japanese,12.23,Weekend,4,29,22
1478111,69348,RedFarm Broadway,Chinese,16.1,Weekend,5,21,27
1477976,113926,Five Guys Burgers and Fries,American,12.08,Weekday,Not given,28,27
1477439,96943,Cafe Mogador,Middle Eastern,24.25,Weekend,Not given,26,22
1477469,338599,Yama Japanese Restaurant,Japanese,12.18,Weekday,Not given,30,25
1478314,57943,brgr,American,14.07,Weekend,Not given,26,24
1476641,67937,Shake Shack,American,15.52,Weekend,5,22,17
1478194,316402,The Meatball Shop,American,12.13,Weekend,Not given,23,23
1477293,348096,Parm,Italian,29.44,Weekend,4,33,24
1477884,150577,Sushi of Gari Tribeca,Japanese,8.63,Weekend,5,33,17
1477351,87006,Nobu Next Door,Japanese,5.67,Weekday,5,33,25
1476907,335897,Sushi of Gari 46,Japanese,12.18,Weekday,4,24,27
1477817,125542,Hampton Chutney Co.,Thai,12.37,Weekend,4,21,20
1477408,39334,The Meatball Shop,American,19.35,Weekend,4,31,25
1477953,288808,The Meatball Shop,Italian,32.98,Weekday,5,26,27
1477924,140477,Momoya,Japanese,8.1,Weekend,Not given,32,27
1477995,105837,Nobu Next Door,Japanese,11.11,Weekend,Not given,25,30
1476709,99288,The Meatball Shop,American,12.56,Weekend,Not given,28,22
1478188,120353,Parm,Italian,25.27,Weekday,Not given,27,27
1477153,85091,The Meatball Shop,Italian,12.13,Weekend,4,21,25
1477802,217363,Jack's Wife Freda,Mediterranean,9.41,Weekend,5,28,15
1477715,201535,Blue Ribbon Fried Chicken,American,9.51,Weekday,Not given,30,29
1478263,260844,Byblos Restaurant,Middle Eastern,25.27,Weekend,3,33,16
1477669,111411,Blue Ribbon Sushi,Japanese,12.56,Weekend,Not given,32,20
1478187,47440,Bareburger,American,15.57,Weekday,4,24,28
1476559,320187,TAO,Japanese,19.35,Weekend,Not given,34,22
1477464,165695,The Smile,American,29.1,Weekend,Not given,22,16
1477143,263075,Burger Joint,American,12.23,Weekday,Not given,21,27
1476683,83287,Boqueria,Spanish,14.5,Weekend,Not given,35,29
1477358,303548,Shake Shack,American,25.22,Weekend,3,27,25
1478149,123977,Blue Ribbon Sushi,Japanese,24.35,Weekend,5,33,22
1477761,326505,Blue Ribbon Fried Chicken,American,21.29,Weekend,5,28,29
1478311,177078,Lantern Thai Kitchen,Thai,9.46,Weekend,5,29,19
1477956,354719,The Meatball Shop,Italian,14.02,Weekday,5,32,32
1476925,270444,P.J. Clarke's,American,15.96,Weekend,Not given,27,18
1476950,51675,Blue Ribbon Sushi,Japanese,19.4,Weekday,Not given,24,24
1477363,385191,Donburi-ya,Japanese,12.37,Weekend,5,24,17
1476832,68258,Parm,Italian,12.13,Weekday,4,23,31
1476681,62667,Balthazar Boulangerie,French,21.93,Weekend,Not given,31,20
1478100,209418,Izakaya Ten,Japanese,6.02,Weekend,Not given,24,19
1478218,96666,Empanada Mama (closed),Mexican,19.35,Weekend,5,29,22
1477655,52037,L'Express,French,22.02,Weekday,Not given,21,27
1477553,285937,TAO,Japanese,8,Weekday,4,28,24
1477957,175327,Nobu Next Door,Japanese,29.1,Weekday,3,35,27
1476692,125123,Sushi Samba,Japanese,12.95,Weekend,Not given,21,21
1478172,68551,Blue Ribbon Sushi Bar & Grill,Japanese,16.1,Weekend,Not given,27,27
1476836,396815,Blue Ribbon Fried Chicken,American,5.73,Weekend,Not given,34,16
1477009,231061,Han Dynasty,Chinese,8.1,Weekend,5,23,26
1477510,130237,Tamarind TriBeCa,Indian,16.98,Weekend,5,22,17
1477954,48677,Shake Shack,American,8.34,Weekend,Not given,23,28
1476609,78939,Blue Ribbon Sushi,Japanese,24.25,Weekday,Not given,29,25
1476785,383826,Song Thai Restaurant & Bar,Thai,29.2,Weekend,5,21,28
1477182,201438,S'MAC,American,14.55,Weekend,Not given,29,29
1477979,88406,The Meatball Shop,Italian,24.2,Weekday,4,28,30
1477304,60039,Blue Ribbon Sushi,Japanese,12.13,Weekday,Not given,32,29
1476823,40500,J. G. Melon,American,19.45,Weekend,5,24,15
1478434,143721,Hummus Place,Middle Eastern,9.75,Weekend,5,28,28
1477411,215219,Empanada Mama (closed),Mexican,19.98,Weekday,4,23,32
1477720,46696,Blue Ribbon Sushi Bar & Grill,Japanese,11.88,Weekend,5,25,17
1476638,361846,RedFarm Broadway,Chinese,6.69,Weekend,Not given,27,24
1478411,402215,RedFarm Hudson,Chinese,21.29,Weekend,4,32,25
1477166,81110,Hill Country Fried Chicken,Southern,11.64,Weekend,4,35,21
1477338,120833,Bareburger,American,32.93,Weekend,Not given,29,24
1477003,65009,Blue Ribbon Fried Chicken,American,12.56,Weekday,5,27,27
1477565,299221,RedFarm Broadway,Chinese,14.07,Weekday,Not given,35,33
1477842,58898,Rubirosa,Italian,33.03,Weekend,5,22,28
1478328,72322,Cafe Mogador,Middle Eastern,12.95,Weekend,3,21,20
1477289,207281,Shake Shack,American,12.27,Weekend,5,24,28
1478146,115213,Tamarind TriBeCa,Indian,12.18,Weekend,5,25,20
1476662,81828,The Meatball Shop,Italian,12.08,Weekend,3,32,19
1476991,283331,Dickson's Farmstand Meats,American,12.18,Weekend,5,21,20
1477433,369272,Blue Ribbon Sushi,Japanese,12.22,Weekend,Not given,34,28
1478250,400390,Shake Shack,American,12.95,Weekend,4,30,26
1478239,89889,Sushi of Gari 46,Japanese,29.1,Weekday,5,32,30
1477370,79849,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.23,Weekend,Not given,31,21
1477580,369272,Blue Ribbon Sushi Bar & Grill,Japanese,15.81,Weekday,Not given,21,29
1478091,169478,RedFarm Broadway,Chinese,15.96,Weekday,4,35,33
1477795,47440,Bareburger,American,16.25,Weekend,Not given,32,28
1477903,48444,TAO,Japanese,8.54,Weekend,4,26,23
1478439,94480,TAO,Japanese,29.1,Weekend,Not given,28,23
1476731,148649,Blue Ribbon Sushi,Japanese,6.74,Weekend,Not given,31,27
1476827,69749,Blue Ribbon Sushi,Japanese,31.38,Weekend,Not given,26,27
1476777,41907,Parm,Italian,22.75,Weekday,Not given,30,27
1478027,47386,Barbounia,Mediterranean,16.93,Weekend,5,30,18
1476811,108659,Rubirosa,Italian,32.98,Weekend,Not given,33,30
1477184,47594,Shake Shack,American,5.82,Weekday,Not given,29,29
1477119,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.26,Weekday,Not given,20,26
1478021,301032,Mission Cantina,Mexican,15.57,Weekend,5,21,28
1476990,116992,Tres Carnes,Mexican,33.32,Weekday,4,21,33
1478329,250494,Blue Ribbon Fried Chicken,American,21.34,Weekend,5,28,21
1478385,232359,The Meatball Shop,American,31.43,Weekend,4,20,21
1477300,58088,Sushi of Gari 46,Japanese,9.22,Weekend,4,32,28
1477275,127130,Momoya,Japanese,9.55,Weekend,5,30,26
1477994,270525,The Smile,American,8.59,Weekend,4,32,29
1477123,120504,Schnipper's Quality Kitchen,American,14.02,Weekend,5,20,16
1476758,42274,Joe's Shanghai _Àü£¾÷´,Chinese,16.15,Weekend,3,33,20
1477940,398930,RedFarm Broadway,Chinese,8.97,Weekend,Not given,21,16
1477089,355713,TAO,Japanese,9.22,Weekend,5,26,25
1476587,364714,Nobu Next Door,Japanese,8.97,Weekday,Not given,22,31
1478015,243910,Nobu Next Door,Japanese,14.12,Weekend,3,30,19
1478023,45837,Shake Shack,American,19.35,Weekend,4,21,29
1476766,66636,Shake Shack,American,20.52,Weekend,Not given,31,26
1477347,35643,Vanessa's Dumpling House,Chinese,18.43,Weekend,5,34,28
1478339,359228,Yama Japanese Restaurant,Japanese,9.27,Weekend,Not given,23,29
1477647,140757,Parm,Italian,12.47,Weekend,Not given,22,24
1477478,154339,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.15,Weekday,Not given,21,24
1477180,250494,Shake Shack,American,12.18,Weekend,Not given,23,16
1478110,120385,Westville Hudson,American,9.51,Weekend,Not given,27,28
1476632,142192,Otto Enoteca Pizzeria,Italian,12.18,Weekend,5,21,20
1478352,49086,Jack's Wife Freda,Mediterranean,12.13,Weekend,4,33,23
1477079,127445,Shake Shack,American,6.79,Weekend,4,35,30
1477384,43636,Blue Ribbon Fried Chicken,American,12.08,Weekend,4,21,21
1477262,88078,RedFarm Hudson,Chinese,13.92,Weekend,5,28,24
1476602,46859,The Meatball Shop,Italian,6.84,Weekend,Not given,25,18
1477741,57638,Grand Sichuan International,Chinese,25.27,Weekday,5,35,30
1478370,275689,Nobu Next Door,Japanese,9.17,Weekend,Not given,24,15
1477232,88075,Shake Shack,American,24.3,Weekday,4,33,30
1477444,66498,Shake Shack,American,16.2,Weekday,Not given,27,30
1478346,152675,Tres Carnes,Mexican,20.13,Weekend,Not given,35,18
1477539,59749,Bareburger,American,19.35,Weekday,4,33,27
1477172,387102,Vanessa's Dumplings,Chinese,14.02,Weekend,4,22,24
1477418,142045,Shake Shack,American,22.36,Weekday,Not given,33,25
1476937,59703,Big Daddy's,American,12.08,Weekend,5,22,16
1477962,355090,Shake Shack,American,12.18,Weekday,Not given,26,27
1477630,76942,Sarabeth's Restaurant,American,12.27,Weekend,5,24,24
1477497,100065,Han Dynasty,Chinese,6.64,Weekend,Not given,25,29
1477930,276192,Sushi of Gari Tribeca,Japanese,31.33,Weekday,Not given,34,26
1476778,50563,J. G. Melon,American,6.06,Weekday,4,24,27
1477155,107909,Shake Shack,American,24.2,Weekday,Not given,22,31
1478139,61889,Parm,Italian,15.77,Weekend,4,27,18
1477317,91105,Cafe Mogador,Middle Eastern,29.05,Weekend,4,27,30
1476694,88078,RedFarm Hudson,Chinese,15.96,Weekend,3,21,18
1476987,118975,Shake Shack,American,5.72,Weekend,Not given,34,17
1476942,99621,Jack's Wife Freda,Mediterranean,5.67,Weekday,3,24,29
1477344,260844,Byblos Restaurant,Middle Eastern,24.2,Weekend,Not given,32,20
1477813,355759,Pinto Nouveau Thai Bistro,Thai,11.79,Weekend,5,21,27
1477417,49620,Cafe Habana,Mexican,8.73,Weekday,3,27,28
1476671,290313,RedFarm Broadway,Chinese,21.93,Weekend,Not given,22,22
1477805,45846,The Meatball Shop,American,24.2,Weekend,5,21,30
1477305,303548,J. G. Melon,American,22.26,Weekend,5,22,25
1477223,106940,Blue Ribbon Sushi,Japanese,14.5,Weekday,3,34,24
1478394,115519,Blue Ribbon Fried Chicken,American,12.23,Weekend,5,27,27
1477963,125320,Shake Shack,American,20.57,Weekend,5,24,19
1477861,332635,TAO,Japanese,16.05,Weekend,4,23,20
1477201,67345,Parm,Italian,25.27,Weekend,5,28,16
1478253,197633,Sushi of Gari 46,Japanese,7.38,Weekend,Not given,29,28
1476607,341136,Blue Ribbon Sushi,Japanese,13.78,Weekend,4,32,23
1477540,56642,Bareburger,American,22.85,Weekday,Not given,21,30
1478117,95049,Sushi of Gari 46,Japanese,12.13,Weekend,Not given,31,24
1477515,80737,RedFarm Broadway,Chinese,12.9,Weekday,3,29,29
1477329,333216,Shake Shack,American,29.49,Weekend,5,20,24
1477218,137565,Shake Shack,American,15.76,Weekend,5,20,25
1476633,125123,Le Grainne Cafe,French,29.25,Weekend,5,27,24
1476776,398952,Han Dynasty,Chinese,5.82,Weekend,Not given,26,24
1477447,62730,Westville Hudson,American,21.88,Weekend,5,20,15
1477878,96262,Cafe Habana,Mexican,9.51,Weekend,5,22,21
1478122,270789,Vanessa's Dumplings,Chinese,15.09,Weekend,Not given,25,25
1476601,108659,Osteria Morini,Italian,24.2,Weekday,3,28,28
1478206,82901,Il Bambino,Italian,29.25,Weekend,4,34,29
1478326,366327,Parm,Italian,16.44,Weekend,5,29,26
1477691,127056,Blue Ribbon Sushi,Japanese,24.3,Weekday,5,21,33
1477845,175703,The Meatball Shop,Italian,6.06,Weekend,Not given,20,27
1478300,372415,Five Guys Burgers and Fries,American,12.18,Weekend,Not given,21,19
1478147,77540,Parm,Italian,12.08,Weekend,3,25,28
1476719,147519,Sushi of Gari Tribeca,Japanese,19.45,Weekend,4,25,15
1476765,64370,The Meatball Shop,Italian,9.65,Weekend,Not given,29,16
1476985,128216,Shake Shack,American,19.74,Weekday,4,35,32
1478317,241719,Kori Restaurant and Bar,Korean,12.18,Weekday,4,26,26
1477461,60052,RedFarm Broadway,Chinese,14.55,Weekend,5,28,20
1477028,59742,J. G. Melon,American,6.07,Weekday,3,29,25
1477672,365225,Sarabeth's Restaurant,American,15.91,Weekday,Not given,20,31
1478307,210544,DespaÌ±a,Spanish,16.98,Weekend,Not given,20,22
1477971,140530,Sushi of Gari 46,Japanese,25.22,Weekend,Not given,32,28
1477225,49793,Yama Japanese Restaurant,Japanese,32.93,Weekend,5,29,17
1477146,134058,The Meatball Shop,Italian,12.08,Weekday,5,33,25
1477460,276192,12 Chairs,Middle Eastern,29.05,Weekday,5,28,32
1477848,50323,Rubirosa,Italian,24.3,Weekend,Not given,30,26
1478138,135769,Blue Ribbon Sushi,Japanese,18.04,Weekend,Not given,35,28
1476918,378482,Lamarca Pasta,Italian,9.22,Weekend,Not given,23,19
1477935,297130,L'Express,French,29.2,Weekend,5,21,29
1477549,301032,Mission Cantina,Mexican,29.15,Weekend,Not given,31,26
1476932,212326,RedFarm Broadway,Chinese,12.32,Weekday,Not given,30,27
1477574,334596,Chipotle Mexican Grill $1.99 Delivery,Mexican,19.35,Weekend,Not given,25,22
1477596,83287,Blue Ribbon Sushi Izakaya,Japanese,29.1,Weekend,Not given,32,26
1477258,117033,P.J. Clarke's,American,29.2,Weekend,Not given,30,22
1477849,342126,Parm,Italian,13.68,Weekend,4,33,21
1477328,94152,Empanada Mama (closed),Mexican,11.88,Weekend,5,23,27
1478022,40745,Parm,Italian,14.12,Weekend,3,28,22
1477284,155555,Sushi of Gari 46,Japanese,16.06,Weekend,Not given,31,24
1477717,349854,Cho Dang Gol,Korean,14.02,Weekend,Not given,25,20
1476926,384390,El Parador Cafe,Mexican,24.2,Weekend,Not given,28,18
1477331,139885,Blue Ribbon Fried Chicken,American,8.2,Weekend,5,34,17
1478284,375585,TAO,Japanese,24.25,Weekend,Not given,31,27
1477245,119465,Cafe Mogador,Middle Eastern,25.27,Weekday,5,30,25
1477006,373750,Blue Ribbon Brooklyn,American,5.97,Weekday,4,32,24
1477008,127122,RedFarm Broadway,Chinese,22.36,Weekend,Not given,24,27
1477341,101241,Empanada Mama (closed),Mexican,24.3,Weekday,Not given,25,24
1477967,365244,Bareburger,American,12.13,Weekend,5,32,26
1477208,54189,Nobu Next Door,Japanese,19.4,Weekend,Not given,28,29
1478050,56722,The Meatball Shop,Italian,12.23,Weekend,5,35,22
1476699,125262,Rubirosa,Italian,8.54,Weekend,Not given,34,28
1477451,52832,L'Express,French,24.2,Weekday,Not given,28,24
1477179,395616,Parm,Italian,8.59,Weekday,5,32,33
1477313,317904,Rubirosa,Italian,31.67,Weekend,Not given,25,15
1477074,139639,Sushi of Gari 46,Japanese,24.3,Weekend,3,29,23
1478051,78939,Nobu Next Door,Japanese,29.05,Weekend,5,33,29
1477071,64153,Burger Joint,American,12.13,Weekday,5,31,33
1478368,62667,Sarabeth's Restaurant,American,12.23,Weekend,4,26,24
1476859,80795,Tamarind TriBeCa,Indian,16.44,Weekend,5,23,24
1478393,339144,The Meatball Shop,Italian,5.05,Weekend,Not given,29,19
1477345,144133,Shake Shack,American,22.75,Weekday,4,21,27
1476707,134058,The Meatball Shop,Italian,16.98,Weekend,Not given,32,30
1477064,59105,Sushi of Gari 46,Japanese,12.13,Weekend,5,27,20
1477543,44472,Blue Ribbon Sushi Izakaya,Japanese,12.08,Weekend,3,35,15
1476680,344079,Olea,Mediterranean,12.23,Weekend,4,29,24
1476816,214028,Boqueria,Spanish,29.05,Weekend,4,24,24
1477589,165485,Parm,Italian,8.68,Weekend,Not given,20,19
1477899,264707,The Meatball Shop,Italian,29.2,Weekend,5,29,23
1478043,41246,Shake Shack,American,24.2,Weekend,Not given,25,24
1476665,361728,The Meatball Shop,Italian,29.05,Weekend,4,32,19
1477298,77339,Rubirosa,Italian,9.17,Weekend,4,27,25
1476793,140998,Boqueria,Spanish,13,Weekend,5,26,24
1477396,78560,The Meatball Shop,Italian,11.69,Weekend,4,35,16
1477477,296805,Blue Ribbon Fried Chicken,American,13,Weekday,4,33,29
1476963,376499,Lucky Strike,American,29.25,Weekend,4,21,21
1477733,359699,RedFarm Hudson,Chinese,7.03,Weekday,5,32,24
1477627,42755,Blue Ribbon Sushi,Japanese,16.11,Weekend,5,22,26
1477718,76907,Han Dynasty,Chinese,14.8,Weekday,4,23,25
1477167,186473,Blue Ribbon Sushi,Japanese,19.45,Weekday,Not given,22,27
1477766,221394,The Meatball Shop,Italian,8.83,Weekday,Not given,31,25
1477386,240982,Rubirosa,Italian,29.1,Weekend,5,28,16
1478176,195927,Boqueria,Spanish,29.1,Weekend,Not given,28,19
1476818,154030,Hatsuhana,Japanese,29.49,Weekend,4,22,23
1477435,81333,Shake Shack,American,9.07,Weekend,Not given,24,16
1478086,361220,Carmine's,Italian,21.93,Weekend,5,20,28
1477465,146489,Paul & Jimmy's,Italian,16.05,Weekend,Not given,33,15
1477412,101347,The Loop,Japanese,16.98,Weekend,5,26,27
1476550,115419,Shake Shack,American,12.13,Weekday,Not given,34,26
